编号,贷款金额,还款期限,贷款利率,每期应还,等级,贷款日期,借款用途,未付本金,已付本金,已还利息,已还费用,债务出售收入,最近还款日期,下次还款日期,逾期天数,贷款状态,数据源
10078614,3000,36,0.1997,111.45,D,2013-12-01T00:00,other,0,3000,1011.95,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10118726,10000,36,0.0967,321.13,B,2013-12-01T00:00,debt_consolidation,0,10000,383.38,0,0,2014-06-01T00:00,2014-07-01T00:00,0,COMPLETED,Lending Club
10069653,5000,36,0.1353,169.75,B,2013-12-01T00:00,other,0,5000,1110.96,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
9815601,16000,36,0.0762,498.59,A,2013-12-01T00:00,debt_consolidation,0,16000,900.62,0,0,2014-11-01T00:00,2014-12-01T00:00,0,COMPLETED,Lending Club
10078061,17475,60,0.2148,477.49,E,2013-12-01T00:00,debt_consolidation,3117.92,14357.08,11064.79,0,0,2018-06-01T00:00,2018-07-01T00:00,60,CURRENT,Lending Club
10099663,4000,36,0.1624,141.11,C,2013-12-01T00:00,other,0,4000,54.25,0,0,2014-01-01T00:00,2014-02-01T00:00,0,COMPLETED,Lending Club
10109669,20000,36,0.1398,683.36,C,2013-12-01T00:00,debt_consolidation,0,20000,3492.16,0,0,2015-08-01T00:00,2015-09-01T00:00,0,COMPLETED,Lending Club
10089626,7500,36,0.0762,233.72,A,2013-12-01T00:00,credit_card,0,7500,913.53,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10109623,10000,60,0.1498,237.8,C,2013-12-01T00:00,major_purchase,0,10000,1886.06,0,0,2015-09-01T00:00,2015-10-01T00:00,0,COMPLETED,Lending Club
10089669,10400,60,0.1757,261.67,D,2013-12-01T00:00,credit_card,1732.33,8667.67,5210.57,0,0,2018-06-01T00:00,2018-07-01T00:00,60,CURRENT,Lending Club
10089634,20000,60,0.1624,488.92,C,2013-12-01T00:00,debt_consolidation,0,20000,6595.83,0,0,2016-06-01T00:00,2016-07-01T00:00,0,COMPLETED,Lending Club
10079565,14825,36,0.1825,537.83,D,2013-12-01T00:00,small_business,0,8518.78,3898.12,0,942.59,2016-01-01T00:00,2016-02-01T00:00,941,CHARGEOFF,Lending Club
10179268,9800,36,0.1099,320.8,B,2013-12-01T00:00,debt_consolidation,0,9800,1748.5,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10179462,10500,60,0.1757,264.19,D,2013-12-01T00:00,credit_card,1506.19,8993.81,5272.45,0,0,2018-07-01T00:00,2018-08-01T00:00,29,CURRENT,Lending Club
10169308,14575,36,0.1353,494.82,B,2013-12-01T00:00,debt_consolidation,0,14575,164.34,0,0,2014-02-01T00:00,2014-03-01T00:00,0,COMPLETED,Lending Club
10169526,11200,36,0.1353,380.24,B,2013-12-01T00:00,house,0,11200,2488.54,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10179350,12000,36,0.1447,412.88,C,2013-12-01T00:00,debt_consolidation,0,12000,2889.32,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10175857,4000,36,0.079,125.17,A,2013-12-01T00:00,credit_card,0,4000,505.76,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10146471,14400,36,0.079,450.58,A,2013-12-01T00:00,debt_consolidation,0,14400,1274.94,0,0,2015-05-01T00:00,2015-06-01T00:00,0,COMPLETED,Lending Club
10127162,28100,60,0.205,752.32,E,2013-12-01T00:00,debt_consolidation,0,28100,14115.44,0,0,2017-02-01T00:00,2017-03-01T00:00,0,COMPLETED,Lending Club
10159470,12000,36,0.1285,403.47,B,2013-12-01T00:00,credit_card,0,12000,943.77,0,0,2014-09-01T00:00,2014-10-01T00:00,0,COMPLETED,Lending Club
10149459,34475,60,0.224,960.02,E,2013-12-01T00:00,debt_consolidation,0,34475,19847.09,0,0,2017-05-01T00:00,2017-06-01T00:00,0,COMPLETED,Lending Club
10139578,10600,36,0.1447,364.71,C,2013-12-01T00:00,credit_card,0,10600,2105.32,0,0,2015-11-01T00:00,2015-12-01T00:00,0,COMPLETED,Lending Club
10159220,9000,36,0.1498,311.9,C,2013-12-01T00:00,debt_consolidation,0,9000,1766.08,0,0,2015-08-01T00:00,2015-09-01T00:00,0,COMPLETED,Lending Club
10129353,4500,36,0.0967,144.51,B,2013-12-01T00:00,debt_consolidation,0,4500,106.17,0,0,2014-03-01T00:00,2014-04-01T00:00,0,COMPLETED,Lending Club
10099429,5000,36,0.0762,155.81,A,2013-12-01T00:00,credit_card,0,5000,527.87,0,0,2016-05-01T00:00,2016-06-01T00:00,0,COMPLETED,Lending Club
10148882,13000,36,0.089,412.8,A,2013-12-01T00:00,credit_card,0,13000,1752.01,0,0,2016-05-01T00:00,2016-06-01T00:00,0,COMPLETED,Lending Club
10167701,6250,36,0.1825,226.74,D,2013-12-01T00:00,other,0,6250,1911.48,0,0,2016-12-01T00:00,2017-01-01T00:00,0,COMPLETED,Lending Club
10129380,12000,36,0.1353,407.4,B,2013-12-01T00:00,debt_consolidation,0,12000,2666.29,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10109575,26400,60,0.1561,636.54,C,2013-12-01T00:00,credit_card,0,26400,7504.19,0,0,2016-02-01T00:00,2016-03-01T00:00,0,COMPLETED,Lending Club
10109583,5500,36,0.229,212.62,E,2013-12-01T00:00,debt_consolidation,0,5500,1333.65,0,0,2015-12-01T00:00,2016-01-01T00:00,0,COMPLETED,Lending Club
10119431,11000,36,0.079,344.2,A,2013-12-01T00:00,credit_card,0,11000,773.36,0,0,2015-01-01T00:00,2015-02-01T00:00,0,COMPLETED,Lending Club
10129392,9950,36,0.1624,351,C,2013-12-01T00:00,debt_consolidation,0,9950,1835.13,0,0,2015-05-01T00:00,2015-06-01T00:00,0,COMPLETED,Lending Club
10139417,3000,36,0.1624,105.83,C,2013-12-01T00:00,debt_consolidation,0,3000,790.99,0,0,2016-08-01T00:00,2016-09-01T00:00,0,COMPLETED,Lending Club
10139596,15000,36,0.1757,539.06,D,2013-12-01T00:00,other,0,6115.34,3048.38,0,1616.73,2015-06-01T00:00,2015-07-01T00:00,1156,CHARGEOFF,Lending Club
10159426,6000,36,0.1199,199.26,B,2013-12-01T00:00,debt_consolidation,0,6000,1173.24,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10139564,19200,60,0.1561,462.94,C,2013-12-01T00:00,credit_card,0,19200,7928.33,0,0,2017-10-01T00:00,2017-11-01T00:00,0,COMPLETED,Lending Club
10089537,7500,36,0.1199,249.08,B,2013-12-01T00:00,debt_consolidation,0,7500,1452.48,0,0,2016-10-01T00:00,2016-11-01T00:00,0,COMPLETED,Lending Club
10159475,14000,36,0.1498,485.18,C,2013-12-01T00:00,debt_consolidation,0,14000,3466.37,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10099550,12000,36,0.1398,410.02,C,2013-12-01T00:00,credit_card,0,12000,1709.21,0,0,2015-03-01T00:00,2015-04-01T00:00,0,COMPLETED,Lending Club
10099525,16000,36,0.1699,570.37,D,2013-12-01T00:00,debt_consolidation,0,16000,3036.42,0,0,2015-12-01T00:00,2016-01-01T00:00,0,COMPLETED,Lending Club
10089487,23000,36,0.079,719.68,A,2013-12-01T00:00,credit_card,0,23000,2908.31,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10129320,8000,36,0.1398,273.35,C,2013-12-01T00:00,debt_consolidation,0,8000,1257.16,0,0,2015-05-01T00:00,2015-06-01T00:00,0,COMPLETED,Lending Club
10149332,23675,60,0.1997,626.85,D,2013-12-01T00:00,credit_card,0,4532.07,6124.2,0,3505.55,2015-06-01T00:00,2015-07-01T00:00,1156,CHARGEOFF,Lending Club
10138481,9600,36,0.1099,314.25,B,2013-12-01T00:00,debt_consolidation,0,9600,1723.32,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10109587,13225,36,0.1398,451.88,C,2013-12-01T00:00,debt_consolidation,0,3473.54,1497.14,0,0,2014-12-01T00:00,2015-01-01T00:00,1337,CHARGEOFF,Lending Club
10139691,10000,36,0.1498,346.56,C,2013-12-01T00:00,debt_consolidation,0,10000,2458.55,0,0,2016-10-01T00:00,2016-11-01T00:00,0,COMPLETED,Lending Club
10159404,28000,60,0.234,795.79,E,2013-12-01T00:00,debt_consolidation,0,4631.49,8101.15,0,10275,2015-05-01T00:00,2015-06-01T00:00,1186,CHARGEOFF,Lending Club
10119372,10000,36,0.0762,311.62,A,2013-12-01T00:00,credit_card,0,10000,1216.43,0,0,2016-12-01T00:00,2017-01-01T00:00,0,COMPLETED,Lending Club
10159198,16000,60,0.1447,376.21,C,2013-12-01T00:00,debt_consolidation,0,16000,3582.83,0,0,2015-10-01T00:00,2015-11-01T00:00,0,COMPLETED,Lending Club
10119495,19750,36,0.1353,670.51,B,2013-12-01T00:00,credit_card,0,19750,1569.19,0,0,2014-09-01T00:00,2014-10-01T00:00,0,COMPLETED,Lending Club
10099426,15850,36,0.1624,559.12,C,2013-12-01T00:00,debt_consolidation,0,15850,4278.27,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10119452,19125,36,0.1498,662.79,C,2013-12-01T00:00,credit_card,0,19125,4740.38,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10108852,10000,36,0.1199,332.1,B,2013-12-01T00:00,debt_consolidation,0,10000,1886.8,0,0,2016-06-01T00:00,2016-07-01T00:00,0,COMPLETED,Lending Club
10149363,9450,36,0.1398,322.89,C,2013-12-01T00:00,credit_card,0,8503.61,2151.76,0,0,2016-10-01T00:00,2016-11-01T00:00,667,CHARGEOFF,Lending Club
10099518,25000,60,0.1285,566.91,B,2013-12-01T00:00,home_improvement,0,25000,7590.11,0,0,2017-03-01T00:00,2017-04-01T00:00,0,COMPLETED,Lending Club
10149347,15600,36,0.205,583.74,E,2013-12-01T00:00,moving,0,15600,4719.86,0,0,2016-01-01T00:00,2016-02-01T00:00,0,COMPLETED,Lending Club
10109505,10100,36,0.2148,383.02,E,2013-12-01T00:00,debt_consolidation,0,8352.92,3334.66,0,178.99,2016-06-01T00:00,2016-07-01T00:00,790,CHARGEOFF,Lending Club
10109417,13000,36,0.0967,417.47,B,2013-12-01T00:00,home_improvement,0,13000,104.76,0,0,2014-02-01T00:00,2014-03-01T00:00,0,COMPLETED,Lending Club
10109467,25000,36,0.205,935.48,E,2013-12-01T00:00,other,0,25000,7120.36,0,0,2015-10-01T00:00,2015-11-01T00:00,0,COMPLETED,Lending Club
10119464,30000,36,0.1757,1078.12,D,2013-12-01T00:00,credit_card,0,30000,8867.15,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10129212,12800,36,0.1922,470.63,D,2013-12-01T00:00,debt_consolidation,0,12800,4142.3,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10099417,35000,60,0.237,1000.8,F,2013-12-01T00:00,debt_consolidation,0,35000,8768.93,0,0,2015-03-01T00:00,2015-04-01T00:00,0,COMPLETED,Lending Club
10119428,20000,60,0.1624,488.92,C,2013-12-01T00:00,credit_card,102,19898,9209.54,0,0,2018-07-01T00:00,2018-08-01T00:00,29,CURRENT,Lending Club
10119526,14000,36,0.079,438.07,A,2013-12-01T00:00,credit_card,0,14000,917.22,0,0,2015-11-01T00:00,2015-12-01T00:00,0,COMPLETED,Lending Club
10099391,14000,36,0.089,444.55,A,2013-12-01T00:00,debt_consolidation,0,14000,493.71,0,0,2014-06-01T00:00,2014-07-01T00:00,0,COMPLETED,Lending Club
10089464,12000,60,0.1561,289.34,C,2013-12-01T00:00,debt_consolidation,0,2850.74,2646.22,0,1435.09,2015-08-01T00:00,2015-09-01T00:00,1094,CHARGEOFF,Lending Club
9845247,29175,36,0.1199,968.89,B,2013-12-01T00:00,debt_consolidation,0,29175,4979.88,0,0,2015-12-01T00:00,2016-01-01T00:00,0,COMPLETED,Lending Club
10079427,19425,60,0.2589,580.33,G,2013-12-01T00:00,debt_consolidation,0,3269.22,6596.39,0,3045.38,2015-06-01T00:00,2015-07-01T00:00,1156,CHARGEOFF,Lending Club
10089437,6800,36,0.1285,228.63,B,2013-12-01T00:00,debt_consolidation,0,6800,840.81,0,0,2015-07-01T00:00,2015-08-01T00:00,0,COMPLETED,Lending Club
10078664,6625,36,0.1498,229.6,C,2013-12-01T00:00,debt_consolidation,0,6625,893.81,0,0,2015-01-01T00:00,2015-02-01T00:00,0,COMPLETED,Lending Club
10079351,10000,36,0.1353,339.5,B,2013-12-01T00:00,moving,0,10000,734.54,0,0,2014-08-01T00:00,2014-09-01T00:00,0,COMPLETED,Lending Club
10079279,11200,36,0.1353,380.24,B,2013-12-01T00:00,debt_consolidation,0,11200,2488.54,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
9794618,26000,60,0.2148,710.43,E,2013-12-01T00:00,debt_consolidation,0,26000,7507.36,0,0,2015-10-01T00:00,2015-11-01T00:00,0,COMPLETED,Lending Club
10089380,30000,36,0.1398,1025.04,C,2013-12-01T00:00,credit_card,0,30000,4219.22,0,0,2015-03-01T00:00,2015-04-01T00:00,0,COMPLETED,Lending Club
10079380,12000,36,0.1825,435.34,D,2013-12-01T00:00,small_business,0,12000,1499.04,0,0,2014-10-01T00:00,2014-11-01T00:00,0,COMPLETED,Lending Club
10069489,7200,36,0.1199,239.11,B,2013-12-01T00:00,debt_consolidation,0,7200,1425.65,0,0,2017-02-01T00:00,2017-03-01T00:00,0,COMPLETED,Lending Club
10069388,24000,60,0.205,642.55,E,2013-12-01T00:00,debt_consolidation,0,24000,9258.09,0,0,2016-03-01T00:00,2016-04-01T00:00,0,COMPLETED,Lending Club
9239646,10000,36,0.1199,332.1,B,2013-12-01T00:00,credit_card,0,10000,813.76,0,0,2014-10-01T00:00,2014-11-01T00:00,0,COMPLETED,Lending Club
10079340,6000,36,0.1825,217.67,D,2013-12-01T00:00,debt_consolidation,0,3805.01,1636.57,30,78.67,2016-02-01T00:00,2016-03-01T00:00,912,CHARGEOFF,Lending Club
10069563,20000,36,0.089,635.07,A,2013-12-01T00:00,credit_card,0,20000,2655.99,0,0,2016-03-01T00:00,2016-04-01T00:00,0,COMPLETED,Lending Club
10089470,35000,60,0.1825,893.54,D,2013-12-01T00:00,debt_consolidation,0,35000,8198.46,0,0,2015-05-01T00:00,2015-06-01T00:00,0,COMPLETED,Lending Club
10179283,14125,60,0.1997,374,D,2013-12-01T00:00,credit_card,0,14125,5937.98,0,0,2016-09-01T00:00,2016-10-01T00:00,0,COMPLETED,Lending Club
10224867,12000,36,0.1498,415.87,C,2013-12-01T00:00,credit_card,0,12000,2971.16,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10169225,10000,36,0.0967,321.13,B,2013-12-01T00:00,credit_card,0,10000,985.81,0,0,2016-05-01T00:00,2016-06-01T00:00,0,COMPLETED,Lending Club
10149323,1000,36,0.205,37.42,E,2013-12-01T00:00,medical,0,1000,347.68,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10139518,5500,36,0.1447,189.24,C,2013-12-01T00:00,debt_consolidation,0,5500,1312.41,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10149220,15375,36,0.1498,532.83,C,2013-12-01T00:00,debt_consolidation,0,15375,2825.75,0,0,2015-07-01T00:00,2015-08-01T00:00,0,COMPLETED,Lending Club
10166261,10000,60,0.224,278.47,E,2013-12-01T00:00,debt_consolidation,1566.7,8433.3,6604.08,0,0,2018-07-01T00:00,2018-08-01T00:00,29,CURRENT,Lending Club
10159109,10600,60,0.1447,249.24,C,2013-12-01T00:00,credit_card,0,1839.79,1649.57,0,0,2015-03-01T00:00,2015-04-01T00:00,1247,CHARGEOFF,Lending Club
10159217,14125,60,0.1922,368.13,D,2013-12-01T00:00,debt_consolidation,2089.36,12035.64,7843.38,0,0,2018-07-01T00:00,2018-08-01T00:00,29,CURRENT,Lending Club
10169371,11000,36,0.1447,378.47,C,2013-12-01T00:00,credit_card,0,11000,389,0,0,2014-04-01T00:00,2014-05-01T00:00,0,COMPLETED,Lending Club
10169060,24000,36,0.1099,785.62,B,2013-12-01T00:00,debt_consolidation,0,24000,3287.49,0,0,2015-08-01T00:00,2015-09-01T00:00,0,COMPLETED,Lending Club
10169331,14125,36,0.1699,503.53,D,2013-12-01T00:00,debt_consolidation,0,14125,3924.55,0,0,2016-08-01T00:00,2016-09-01T00:00,0,COMPLETED,Lending Club
10148362,5000,36,0.1699,178.24,D,2013-12-01T00:00,debt_consolidation,0,5000,1357.73,0,0,2016-06-01T00:00,2016-07-01T00:00,0,COMPLETED,Lending Club
10168464,35000,36,0.1561,1223.77,C,2013-12-01T00:00,debt_consolidation,0,35000,7847.97,0,0,2016-03-01T00:00,2016-04-01T00:00,0,COMPLETED,Lending Club
10168878,12000,36,0.1353,407.4,B,2013-12-01T00:00,credit_card,0,12000,135.3,0,0,2014-02-01T00:00,2014-03-01T00:00,0,COMPLETED,Lending Club
10157944,2400,36,0.1825,87.07,D,2013-12-01T00:00,credit_card,0,2400,259.21,0,0,2014-09-01T00:00,2014-10-01T00:00,0,COMPLETED,Lending Club
10169301,7000,36,0.1099,229.14,B,2013-12-01T00:00,credit_card,0,7000,1252.47,15.00000004,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10149257,12000,60,0.1561,289.34,C,2013-12-01T00:00,debt_consolidation,1661.02,10338.98,5285.38,0,0,2018-07-01T00:00,2018-08-01T00:00,29,CURRENT,Lending Club
10159258,10000,36,0.1285,336.22,B,2013-12-01T00:00,credit_card,0,10000,1868.44,0,0,2016-01-01T00:00,2016-02-01T00:00,0,COMPLETED,Lending Club
10159240,16000,60,0.1922,416.99,D,2013-12-01T00:00,debt_consolidation,0,3753.74,4585.51,0,1826.7,2015-09-01T00:00,2015-10-01T00:00,1064,CHARGEOFF,Lending Club
10169267,3200,36,0.1353,108.64,B,2013-12-01T00:00,other,0,3200,711.01,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10169344,5275,36,0.0762,164.38,A,2013-12-01T00:00,credit_card,0,5275,642.53,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10149156,5000,36,0.1199,166.05,B,2013-12-01T00:00,debt_consolidation,0,5000,483.79,0,0,2014-12-01T00:00,2015-01-01T00:00,0,COMPLETED,Lending Club
10169350,16000,60,0.1825,408.48,D,2013-12-01T00:00,debt_consolidation,0,7010.4,6469.44,0,4352.93,2016-10-01T00:00,2016-11-01T00:00,667,CHARGEOFF,Lending Club
10119291,35000,36,0.1561,1223.77,C,2013-12-01T00:00,debt_consolidation,0,35000,7049.69,0,0,2015-09-01T00:00,2015-10-01T00:00,0,COMPLETED,Lending Club
10129232,3000,36,0.079,93.88,A,2013-12-01T00:00,credit_card,0,3000,346.22,0,0,2016-03-01T00:00,2016-04-01T00:00,0,COMPLETED,Lending Club
10139366,21250,60,0.1922,553.82,D,2013-12-01T00:00,debt_consolidation,0,21250,11511.49,0,0,2018-02-01T00:00,2018-03-01T00:00,0,COMPLETED,Lending Club
10129208,15000,36,0.1699,534.72,D,2013-12-01T00:00,debt_consolidation,0,15000,3521,0,0,2015-11-01T00:00,2015-12-01T00:00,0,COMPLETED,Lending Club
10109353,22550,60,0.224,627.95,E,2013-12-01T00:00,credit_card,0,22550,3255.13,0,0,2014-09-01T00:00,2014-10-01T00:00,0,COMPLETED,Lending Club
10109269,14400,60,0.1624,352.02,C,2013-12-01T00:00,debt_consolidation,2015.49,12384.51,6624.57,0,0,2018-07-01T00:00,2018-08-01T00:00,29,CURRENT,Lending Club
10119325,21000,36,0.089,666.82,A,2013-12-01T00:00,debt_consolidation,0,21000,3005.42,0,0,2017-01-01T00:00,2017-02-01T00:00,0,COMPLETED,Lending Club
10129132,10000,36,0.1398,341.68,C,2013-12-01T00:00,debt_consolidation,0,10000,1043.21,0,0,2014-11-01T00:00,2014-12-01T00:00,0,COMPLETED,Lending Club
10099343,7000,36,0.1398,239.18,C,2013-12-01T00:00,credit_card,0,7000,1333.82,0,0,2015-11-01T00:00,2015-12-01T00:00,0,COMPLETED,Lending Club
